,Date,Brand,ProductDescription,Reason,Company,Url
1848,"Sun, 20 Jul 2014 17:25:00 -0400","Wegmans Food Markets, Inc.",Baked desserts,Listeria monocytogenes,"Wegmans Food Markets, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405956.htm
1849,"Sat, 19 Jul 2014 12:33:00 -0400",Sweet 2 Eat and other store brands,"Whole peaches (white and yellow), nectarines (white and yellow), plums and pulots",Listeria monocytogenes,Wawona Packing Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405943.htm
1850,"Sat, 19 Jul 2014 00:00:00 -0400","Unique Pharmaceuticals, Ltd.",All sterile compounded preparations,Lack of sterility assurance,"Unique Pharmaceuticals, Ltd.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405938.htm
1851,"Fri, 18 Jul 2014 00:00:00 -0400",Uprising,"Peanut Punch, Beet Drink, and Carrot Drink",Contains Undeclared Milk Allergen,Erlo Distribution Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm407109.htm
1852,"Fri, 18 Jul 2014 00:00:00 -0400",Whole Foods Market,Chocolate Chewies,Undeclared walnuts,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405942.htm
1853,"Wed, 16 Jul 2014 11:05:00 -0400",King of Pops,Banana puddin’ pops and keylime pie pops,"Undeclared Soy, Milk, Egg and Wheat",King of Pops,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405366.htm
1854,"Wed, 16 Jul 2014 00:00:00 -0400",Uncle Ben’s,"Ready Rice Garden Vegetable with Peas, Carrots and Corn Pouch","Undeclared barley, a non-wheat source of gluten",Mars Food North America,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405615.htm
1855,"Tue, 15 Jul 2014 00:00:00 -0400","White &amp; Blue Lion, Inc.",Tattoo Inks and tattoo needles,Bacterial contamination,"White &amp; Blue Lion, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405474.htm
1856,"Mon, 14 Jul 2014 00:00:00 -0400",Baxter International Inc.,0.9% Sodium Chloride and Highly Concentrated Potassium Chloride Injection,Presence of particulate matter,Baxter International Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm405469.htm
1857,"Fri, 11 Jul 2014 21:06:00 -0400","White &amp; Blue Lion, Inc.",Tattoo Inks and tattoo needles,Bacterial contamination,"White &amp; Blue Lion, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm404787.htm
1858,"Thu, 10 Jul 2014 00:00:00 -0400","Hospira, Inc",Lactated Ringers and 5% Dextrose Injection,Particulates,"Hospira, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm404590.htm
1859,"Tue, 08 Jul 2014 17:56:00 -0400",Whole Foods Market,Caesar salad and Mesclun Goat Cheese salad,Mislabeled and undeclared allergen of fish and egg (Caesar) and tree nuts (Mesclun Goat Cheese).,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm404286.htm
1860,"Thu, 03 Jul 2014 00:00:00 -0400",Flexi-Seal,CONTROL Fecal Management System (FMS),No 510K and inconsistent performance,ConvaTec,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm404073.htm
1861,"Wed, 02 Jul 2014 13:00:00 -0400",Nutrena NatureWise,Meatbird feed,Excessive sodium,Cargill,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403829.htm
1862,"Tue, 01 Jul 2014 19:44:00 -0400",Oriya Organics,Protein Medley,Salmonella,"Oriya Organics, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403695.htm
1863,"Mon, 30 Jun 2014 00:00:00 -0400",Coumadin,Coumadin (warfarin sodium),Particulate matter,Bristol-Myers Squibb Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403501.htm
1864,"Fri, 27 Jun 2014 22:59:00 -0400",Richard’s Too Good,"BBQ Sauce, Hot Sauce and Teriyaki Sauce",May be improperly processed,Richard’s Rubs &amp; Seasonings LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403200.htm
1865,"Fri, 27 Jun 2014 22:10:00 -0400",Haagen-Dazs,Ice Cream,Undeclared Peanuts,Nestlé USA,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403194.htm
1866,"Thu, 26 Jun 2014 00:00:00 -0400",Organic Traditions,Chia Seed Powder; Chia &amp; Flax Seed Powder; Chia Seeds; Trailmix,Salmonella,"Health Matters America, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403069.htm
1867,"Tue, 24 Jun 2014 15:06:00 -0400",Doctor’s Best,Marketed as a dietary supplement,Undeclared Lovastatin,Doctor’s Best,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm402584.htm
1868,"Tue, 24 Jun 2014 00:00:00 -0400",Baxter,Sodium Chloride Injection,Particulate matter,Baxter,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm409899.htm
1869,"Mon, 23 Jun 2014 15:29:00 -0400",Velveeta,Cheese Product,Inappropriate levels of preservative can result in premature spoilage/food borne illness,Kraft,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm402337.htm
1870,"Mon, 23 Jun 2014 00:00:00 -0400","Sunbeam, Bunny, Flowers, Ingles",Bar-B-Q Bread,Undeclared milk,Flowers Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm403554.htm
1871,"Wed, 18 Jun 2014 14:46:00 -0400",HydroFinity™,HydroFinity™ Hydrophilic Guidewires,Polymer jacket may be damaged when withdrawn,"Nitinol Devices &amp; Components, Inc. (NDC)",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401753.htm
1872,"Tue, 17 Jun 2014 17:23:00 -0400","Hospira, Inc.","0.5% Marcaine™ (Bupivacaine HCl Injection, USP)",Particulates,"Hospira, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401592.htm
1873,"Tue, 17 Jun 2014 15:31:00 -0400",Gong Xifacai,Gong xifacai gift chocolates,Undeclared Peanuts and Milk,Domega NY International Co Ltd.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401564.htm
1874,"Mon, 16 Jun 2014 11:59:00 -0400",Wegmans,Cinnamon Raisin Buns,May contain egg,Wegmans Food Markets Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401323.htm
1875,"Mon, 16 Jun 2014 00:00:00 -0400",Vita Classic,Premium Sliced Smoked Atlantic Salmon,Listeria monocytogenes,"Vita Food Products, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401599.htm
1876,"Fri, 13 Jun 2014 13:15:00 -0400",La Finquita,"Cheese, In Spanish/En Espanol",Undeclared peanut and tree nuts,"La Finquita, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401164.htm
1877,"Fri, 13 Jun 2014 00:00:00 -0400",Schnucks Bakery,Cake,Undeclared pecan,Schnucks Bakery,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401227.htm
1878,"Thu, 12 Jun 2014 20:16:00 -0400",La Finquita,Cheese,Undeclared peanut and tree nuts,"La Finquita, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401017.htm
1879,"Thu, 12 Jun 2014 19:57:00 -0400","Fish Family Farm, Shadow Valley Farms Dairy",Milk and cream,Undeclared peanut and tree nuts,"Fish Family Farm, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401013.htm
1880,"Wed, 11 Jun 2014 17:22:00 -0400",Wegmans,Bagged Ice,Metal fragments,"Wegmans Food Markets, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400804.htm
1881,"Wed, 11 Jun 2014 00:00:00 -0400","Smith&#39;s Farmstead, Mountain Gouda",Gouda cheese,Listeria monocytogenes,Smith&#39;s Country Cheese,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm401215.htm
1882,"Sun, 08 Jun 2014 00:00:00 -0400",Dole,Garden soup &quot;Roasted Garlic Tomato Basil&quot;,Undeclared milk,"Dole Packaged Foods, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400259.htm
1883,"Sun, 08 Jun 2014 00:00:00 -0400",Trader Joe’s,Egg white salad with chives,Listeria monocytogenes,"Lansal, Inc. dba Hot Mama’s Foods",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400401.htm
1884,"Fri, 06 Jun 2014 16:52:00 -0400",Kirkland Signature,Ground Malabar Pepper,Salmonella,Olde Thompson Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400179.htm
1885,"Fri, 06 Jun 2014 00:00:00 -0400",ADVOCATE,Blood glucose test strips,Labeling error,"Diabetic Supply of Suncoast, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400559.htm
1886,"Fri, 06 Jun 2014 00:00:00 -0400","Navitas Naturals, Williams-Sonoma",Sprouted Chia Seed Powder Products,Salmonella,Navitas Naturals,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400185.htm
1887,"Thu, 05 Jun 2014 00:00:00 -0400",GreenSmoothieGirl,TriOmega Superfood,Salmonella,GreenSmoothieGirl,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400143.htm
1888,"Thu, 05 Jun 2014 00:00:00 -0400","Eillien&#39;s, Blains Farm &amp; Fleet, Piggly Wiggly, more",Candy,Undeclared milk,"Eillien&#39;s Candies, Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400557.htm
1889,"Wed, 04 Jun 2014 15:56:00 -0400",Organic Traditions,Chia and Flax seed powder,Salmonella,"Health Matters America, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399894.htm
1890,"Wed, 04 Jun 2014 15:56:00 -0400",Champion Lamb Texturized,Lamb/Sheep Feed,High Copper Content,"PGG/HSC Feed Company, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399978.htm
1891,"Wed, 04 Jun 2014 00:00:00 -0400",Thrifty,Ice Cream,Undeclared pistachios,Rite Aid,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400044.htm
1892,"Wed, 04 Jun 2014 00:00:00 -0400",Craisins,Yogurt covered dried cranberries,Undeclared peanuts,Ocean Spray,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399945.htm
1893,"Mon, 02 Jun 2014 12:09:00 -0400",Alexion,Soliris (eculizumab),Presence of particulate matters,"Alexion Pharmaceuticals, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399527.htm
1894,"Mon, 02 Jun 2014 00:00:00 -0400",LiveGfree,Rosemary and Olive Oil Multiseed Snack Crackers,Salmonella,Baptista’s Bakery Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399749.htm
1895,"Mon, 02 Jun 2014 00:00:00 -0400",Hill’s Science Diet,Dry dog food,Salmonella,"Hill’s Pet Nutrition, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399662.htm
1896,"Mon, 02 Jun 2014 00:00:00 -0400",Glutino,Rosemary and Olive Oil Snack Crackers,Salmonella,"Glutino, Division of GFA Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399756.htm
1897,"Wed, 28 May 2014 21:26:00 -0400","Navitas Naturals, Williams-Sonoma",Sprouted Chia Seed Powder Products,Salmonella,Navitas Naturals,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399151.htm
1898,"Wed, 28 May 2014 17:06:00 -0400","African Black Ant, Black Ant, Mojo Risen",Sexual enhancement products,*Reason/Problem	Undeclared ingredients,"Eugene Oregon, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399144.htm
1899,"Wed, 28 May 2014 14:03:00 -0400",Ocean&#39;s Catch,Minced crab meat,Listeria monocytogenes,"Rome Packing Co., Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399100.htm
1900,"Tue, 27 May 2014 00:00:00 -0400","Pet Center, Inc.",Lamb Crunchy&#39;s Dog treats,Salmonella,"Pet Center, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399087.htm
1901,"Fri, 23 May 2014 21:04:00 -0400",California Grown,Shelled Walnuts,Listeria monocytogenes,Sun Tree LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398734.htm
1902,"Fri, 23 May 2014 16:54:00 -0400",Belleville Farmer’s Market,Shelled walnuts,Listeria monocytogenes,Belleville Farmer’s Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398733.htm
1903,"Fri, 23 May 2014 15:22:00 -0400",Fayette Creamery,Cheese spread,Undeclared soy,Brunkow Cheese,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398726.htm
1904,"Fri, 23 May 2014 00:00:00 -0400",Langston,Dual lumen catheters,Potential for the inner catheter to separate from the hub during use,"Vascular Solutions, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm404253.htm
1905,"Thu, 22 May 2014 00:00:00 -0400","Charles Products, Inc.",Shot and pint glasses,Potential for leachable lead and cadmium,"Charles Products, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm404573.htm
1906,"Thu, 22 May 2014 00:00:00 -0400",Whole Foods Market,Thai Soba Noodle Salad,Undeclared Soy,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398691.htm
1907,"Wed, 21 May 2014 19:13:00 -0400",Schnucks,Walnuts,Listeria monocytogenes,Sherman Produce,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398374.htm
1908,"Wed, 21 May 2014 00:00:00 -0400",STRONG and KIND,Bars,Undeclared peanuts,KIND Healthy Snacks,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398538.htm
1909,"Wed, 21 May 2014 00:00:00 -0400",Fresenius,NaturaLyte Liquid Bicarbonate Concentrate (intended for use in hemodialysis machines),Potential to bacterial contamination,Fresenius Medical Care North America,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398488.htm
1910,"Mon, 19 May 2014 15:14:00 -0400",WhiteWave Foods,Silk Light Original Soymilk,Undeclared almondmilk,WhiteWave Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397934.htm
1911,"Mon, 19 May 2014 00:00:00 -0400",Market Basket,"Dairy-Free, Gluten-Free Pancakes",Undeclared Milk,Middle East Bakery,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398078.htm
1912,"Mon, 19 May 2014 00:00:00 -0400","Target Archer Farms, Giant Eagle, Trader Joe’s, and Tryst",Hummus and dip products,Listeria monocytogenes,"Lansal, Inc.( d.b.a Hot Mama’s Foods)",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm398106.htm
1913,"Sat, 17 May 2014 00:00:00 -0400","Knudsen, Breakstone’s, Simply Kraft, and Daily Chef.",Cottage Cheese products,Potential for spoilage and/or food borne illness,Kraft Foods Group,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397901.htm
1914,"Fri, 16 May 2014 13:47:00 -0400",Hospira,"Labetalol Hydrochloride Injection, USP",Presence of visible particulates,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397726.htm
1915,"Thu, 15 May 2014 00:00:00 -0400",liveGfree,Pancakes,Undeclared milk,American Waffle Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397781.htm
1916,"Wed, 14 May 2014 16:17:00 -0400",Hospira,"Dobutamine Injection, USP",Presence of visible particulates,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397339.htm
1917,"Wed, 14 May 2014 00:00:00 -0400",Bravo,Dog and Cat Food,Listeria monocytogenes,Bravo,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397362.htm
1918,"Wed, 14 May 2014 00:00:00 -0400",Ventlab,Resuscitator bags,Possible failure of the device to deliver air,Ventlab LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397682.htm
1919,"Tue, 13 May 2014 00:00:00 -0400",Dragonfly,Crushed Chili Powder,Salmonella,US Trading Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397234.htm
1920,"Mon, 12 May 2014 15:48:00 -0400",Stonyfield,YoBaby Peach/Pear Yogurt Cups,Potential coliform contamination,Stonyfield,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396959.htm
1921,"Fri, 09 May 2014 00:00:00 -0400","Princess House, Inc.",(In Spanish/En Espanol) Marissa Tangerine Appetizer plates,Product may contain excessive amounts of leachable lead and cadmium,"Princess House, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm400612.htm
1922,"Fri, 09 May 2014 00:00:00 -0400",Datascope,Intra-Aortic Balloon Pumps,Mechanical Failure of the Power Supply Fan Assembly,Datascope Corp/MAQUET,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396821.htm
1923,"Fri, 09 May 2014 00:00:00 -0400","Princess House, Inc.",Marissa Tangerine Appetizer plates,Product may contain excessive amounts of leachable lead and cadmium,"Princess House, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399594.htm
1924,"Thu, 08 May 2014 00:00:00 -0400",Haque,Raisins,Undeclared sulfites,Surma Distributors LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397160.htm
1925,"Wed, 07 May 2014 00:00:00 -0400",Haut Livradois,Raclette and Montboissie cheeses,Salmonella,Ste Fromagere du Livradois,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396606.htm
1926,"Tue, 06 May 2014 13:34:00 -0400",Alere,Alere INRatio2 PT/INR Professional Test Strip,significantly different test results between the Alere INRatio2 PT/INR Professional Test Strip and the local laboratory plasma INR test.,Alere Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396219.htm
1927,"Mon, 05 May 2014 20:59:00 -0400",Tommy Atkins,Organic Mangos,Listeria monocytogenes,Pacific Organic Produce,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396074.htm
1928,"Mon, 05 May 2014 15:33:00 -0400","African Black Ant, Black Ant, Mojo Risen",Dietary supplement pills,Unapproved new drugs – products may contain sildenafil and tadalafil,"Eugene Oregon, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396042.htm
1929,"Mon, 05 May 2014 00:00:00 -0400",Lily Bloom’s Kitchen,Poparoons,Undeclared Milk,Lily Bloom’s Kitchen,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm396554.htm
1930,"Sat, 03 May 2014 00:00:00 -0400",Blue Bunny,Bordeaux Cherry Chocolate Ice cream,Undeclared eggs,"Wells Enterprises, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395864.htm
1931,"Fri, 02 May 2014 00:00:00 -0400",Caravelle,Chili powder,Salmonella,Anhing Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395859.htm
1932,"Fri, 02 May 2014 00:00:00 -0400",GemStar,Docking station that is used in conjunction with infusion pump,"Potential malfunctions that may occur with the docking
station",Hospira Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395828.htm
1933,"Fri, 02 May 2014 00:00:00 -0400",American Importing Co.,Cinnamon Crunch Granola,Undeclared Almonds,"American Importing Co., Inc",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm399112.htm
1934,"Thu, 01 May 2014 20:01:00 -0400",Noh Foods of Hawaii,Hawaiian coconut pudding (Haupia),Undeclared milk,Noh Foods of Hawaii,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395749.htm
1935,"Thu, 01 May 2014 00:00:00 -0400",Owl Canyon,Eggs,Salmonella,"Sixdog Investments, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395990.htm
1936,"Tue, 29 Apr 2014 17:38:00 -0400","Roche, Tatiomax, Saluta and more","Vitamin C, Collagen and Glutathione products",Unapproved Drugs,Flawless Beauty and Skin,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395356.htm
1937,"Tue, 29 Apr 2014 00:00:00 -0400",Lite Fit USA,Herbal Dietary Supplement,Product contains sibutramine,Bacai Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395538.htm
1938,"Sat, 26 Apr 2014 00:00:00 -0400",Private Selection,Chocolate Hazelnut Mascarpone Ice cream &amp; Caramel Hazelnut Fudge Truffle Ice cream,Undeclared eggs,The Kroger Co.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395463.htm
1939,"Fri, 25 Apr 2014 13:21:00 -0400",Stonyfield,YoBaby Peach/Pear Yogurt Cups,Potential coliform contamination,Stonyfield,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm395029.htm
1940,"Thu, 24 Apr 2014 00:00:00 -0400",Brilliant,Cake,Undeclared eggs,Domega NY International Co Ltd,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm397091.htm
1941,"Wed, 23 Apr 2014 17:31:00 -0400",Miravalle,Ground Annato,Salmonella,"Miravalle Foods, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394670.htm
1942,"Mon, 21 Apr 2014 17:36:00 -0400",Wegmans,Easter Bread,Undeclared egg,"Wegmans Food Markets, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394249.htm
1943,"Mon, 21 Apr 2014 17:36:00 -0400",Nano Well-being Health,Dietary Supplement - Super Arthgold,Unapproved new drug,Nano Well-being Health Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394631.htm
1944,"Mon, 21 Apr 2014 00:00:00 -0400","Hospira, Inc.","0.25% Marcaine™ (Bupivacaine HCl Injection, USP), 10 mL, Single-dose Vial – Preservative Free",Discolored solution with visible particles embedded in the glass,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394340.htm
1945,"Sat, 19 Apr 2014 00:00:00 -0400",Hickory Farms Farmstand Recipe,Chipotle Ranch Sauce,Undeclared Milk,Hickory Farms,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394062.htm
1946,"Fri, 18 Apr 2014 18:43:00 -0400",Whole Foods,Mini Butter Croissants,Undeclared egg,Whole Foods Market Southwest Region,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394021.htm
1947,"Fri, 18 Apr 2014 17:04:00 -0400",Hospira,"1% Lidocaine HCI Injection, USP",Presence of visible particulates,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm394020.htm
