Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","72173","Terminated","Del Monte Fresh Produce N A Inc","6311 Deramus Ave","","Kansas City","MO","	64120-1358","United States","Voluntary: Firm Initiated","Telephone","Texas, Oklahoma, Arkansas, Kansas","F-0436-2016","Class I","Cross Valley Farms cucumbers, 24 count corrugated carton","2356 cases","Possible contamination with Salmonella.","09/10/2015","12/28/2015","04/12/2016","01/06/2016","7563200"
"Cosmetics","No","","72788","Terminated","Santee Cosmetics","13202 Estrella Ave","","Gardena","CA","	90248-1520","United States","Voluntary: Firm Initiated","Letter","US: CA, FL.    Worldwide: Mexico","F-0425-2016","Class II","SANTEE Diamond Color Mascara, Item No. ST081, Net Wt. 10g    Product Measurements: 5.5 x 1 x 1","1,466 dozens (30.5 cases)","Santee Cosmetics is recalling Santee Diamond Color Mascara because it has the potential to be contaminated with mold, Bacillus lentus, Pseudomonas putida, and Achromobacter xylosoxidans.","12/04/2015","12/29/2015","03/18/2016","01/06/2016","UPC 849609004381"
"Devices","No","","72801","Ongoing","Elekta, Inc.","400 Perimeter Center Ter NE Ste 50","","Atlanta","GA","	30346-1227","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (nationwide) including states of: AK, AZ, AR, CA, CO, CT, DE DC, FL, GA, ID, IL, IN, IA, KS, KY, LA, ME, ,MD, MA, MI, MN, MS, MO, MT, NE, NV, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, SC, SD, TN, TX, VA, WA, WI, and WY; and countries of:  Antiqua & Barbuda, Australia, Austria, Bahama, Bahrain, Canada, Czech Republic, Germany, Hungary, Saudi Arabia, Sweden, Turkey, & United Kingdom.","Z-0557-2016","Class II","MOSAIQ Oncology Information System    MOSAIQ is an oncology information system used to manage workflows for treatment planning and delivery. It supports information flow among healthcare facility personnel and can be used wherever radiotherapy and/or chemotherapy are prescribed.","399","Incorrect drug dosage due to ""Age Limit"" and patient weight data item issue.","12/09/2015","12/29/2015","","01/06/2016","Versions 2.50 and higher"
"Devices","No","","72810","Terminated","RenovoRx, Inc.","4546 El Camino Real Ste 282","","Los Altos","CA","	94022-1068","United States","Voluntary: Firm Initiated","Letter","US Distribution to the states of : CA  and  FL.","Z-0565-2016","Class II","RenovoCath RC 120;  Temporary Intravascular Occluding Catheter  Model number: MMRC120-DB-1111;  Rx only.    Cardiovascular: The RenovoCath RC120 Catheter is intended for the isolation of blood flow and delivery of fluids, including diagnostic and/or therapeutic agents, to selected sites in the peripheral vascular system.","11 units","Incorrect version of Instructions for Use were shipped to two US customers.","11/25/2015","12/31/2015","02/29/2016","01/06/2016","Model number: MMRC120-DB-1111;  Lot number: B2456974A; Expiry 2016-07.  Lot B2457150A - all 72 units were either used or returned prior to initiation of recall."
"Food","No","","72839","Terminated","Nuovo Pasta Productions, Ltd","1330 Honeyspot Road Ext","","Stratford","CT","	06615-7115","United States","Voluntary: Firm Initiated","Letter","CT, MA, NJ,  NY, PA","F-0434-2016","Class II","Simply Enjoy Shrimp and Lobster Ravioli, 9 oz, refrigerated packaged in plastic tray. Distributed by Foodhold USA, Landover, MD.  UPC Code: 68826743926","129 cases (774 units)","Shrimp and Lobster Ravioli back panel incorrectly identifies Spinach and Roasted Garlic ravioli ingredients","12/08/2015","12/30/2015","03/22/2016","01/06/2016","Lot code 15309  Use by Date December 20, 2015"
"Devices","No","","72868","Terminated","Becton Dickinson & Company","1 Becton Dr","","Franklin Lakes","NJ","	07417-1815","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and the countries of: European Union, Peoples Republic of China, Japan and Republic of Korea.","Z-0567-2016","Class II","BD Vacutainer PLUS K2EDTA Tubes (Plastic). 13 x 75 mm x  2.0 mL (Pink) BD Hemogard Additive: K2EDTA (spray dried), 3.6mg Sterile IVD BD, Made in USA     The Vacutainer Brand PLUS (Plastic) Tube with EDTA Vacutainer¿ Brand Serum Tube are evacuated blood collection tubes which provide a means of collecting, transporting, separating and processing blood in a plastic tube.","29,815,600 units in total","Some of the Blood Collection Tubes in these lots were manufactured with insufficient EDTA additive. An insufficient EDTA additive may lead to erroneous platelet results, specimen recollection, or a delay of treatment.","12/03/2015","12/31/2015","10/19/2018","01/06/2016","Catalog Reference #367842; Lot numbers 5089731 and   5175923"
"Devices","No","","72868","Terminated","Becton Dickinson & Company","1 Becton Dr","","Franklin Lakes","NJ","	07417-1815","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and the countries of: European Union, Peoples Republic of China, Japan and Republic of Korea.","Z-0568-2016","Class II","BD Vacutainer PLUS K2EDTA Tubes (Plastic). 13 x 75 mm x  2.0 mL (Pink) BD Hemogard  Additive: K2EDTA (spray dried), 3.6mg Sterile IVD BD, Made in USA     BD Vacutainer¿ tubes are used to collect, transport and process blood in a closed system. These tubes are used for testing serum, plasma or whole blood in the clinical laboratory.The BD Vacutainer¿ Plus K2EDTA Tubes may be used for routine immunohematology testing and blood donor screening.","29,815,600 units in total","Some of the Blood Collection Tubes in these lots were manufactured with insufficient EDTA additive. An insufficient EDTA additive may lead to erroneous platelet results, specimen recollection, or a delay of treatment.","12/03/2015","12/31/2015","10/19/2018","01/06/2016","Catalog Reference #368047; Lot number 5154647"
"Devices","No","","72868","Terminated","Becton Dickinson & Company","1 Becton Dr","","Franklin Lakes","NJ","	07417-1815","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and the countries of: European Union, Peoples Republic of China, Japan and Republic of Korea.","Z-0569-2016","Class II","BD Vacutainer PLUS K2EDTA Tubes (Plastic). 13 x 75 mm x  3.0 mL (Lavender) BD Hemogard  Additive: K2EDTA (spray dried), 5.4mg Sterile IVD BD, Made in USA     BD Vacutainer¿ tubes are used to collect, transport and process blood in a closed system. These tubes are used for testing serum, plasma or whole blood in the clinical laboratory. The BD Vacutainer¿ Plus K2EDTA Tubes may be used for routine immunohematology testing and blood donor screening.","29,815,600 units in total","Some of the Blood Collection Tubes in these lots were manufactured with insufficient EDTA additive. An insufficient EDTA additive may lead to erroneous platelet results, specimen recollection, or a delay of treatment.","12/03/2015","12/31/2015","10/19/2018","01/06/2016","Catalog Reference #368054; Lot numbers 5089827, 5210514, 5154646, 5210511.    Catalog Reference #367856; Lot number 5064666"
"Devices","No","","72868","Terminated","Becton Dickinson & Company","1 Becton Dr","","Franklin Lakes","NJ","	07417-1815","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and the countries of: European Union, Peoples Republic of China, Japan and Republic of Korea.","Z-0570-2016","Class II","BD Vacutainer PLUS K2EDTA Tubes (Plastic). 13 x 75 mm x  3.0 mL (Tan) BD Hemogard  Additive: K2EDTA (spray dried), 5.4mg Sterile IVD BD, Made in USA     BD Vacutainer¿ tubes are used to collect, transport and process blood in a closed system. These tubes are used for testing serum, plasma or whole blood in the clinical laboratory. The BD Vacutainer¿ Plus K2EDTA Tubes may be used for routine immunohematology testing and blood donor screening.","29,815,600 units in total","Some of the Blood Collection Tubes in these lots were manufactured with insufficient EDTA additive. An insufficient EDTA additive may lead to erroneous platelet results, specimen recollection, or a delay of treatment.","12/03/2015","12/31/2015","10/19/2018","01/06/2016","Catalog Reference #367855; Lot numbers 5064684, 5120653, 5154643, 5175930, 5210765, 5237787"
"Devices","No","","72868","Terminated","Becton Dickinson & Company","1 Becton Dr","","Franklin Lakes","NJ","	07417-1815","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and the countries of: European Union, Peoples Republic of China, Japan and Republic of Korea.","Z-0571-2016","Class II","BD Vacutainer PLUS K2EDTA Tubes (Plastic). 13 x 75 mm x  4.0 mL (Lavender) BD Hemogard  Additive: K2EDTA (spray dried), 7.2mg Sterile IVD BD, Made in USA     BD Vacutainer¿ tubes are used to collect, transport and process blood in a closed system. These tubes are used for testing serum, plasma or whole blood in the clinical laboratory. The BD Vacutainer¿ Plus K2EDTA Tubes may be used for routine immunohematology testing and blood donor screening.","29,815,600 units in total","Some of the Blood Collection Tubes in these lots were manufactured with insufficient EDTA additive. An insufficient EDTA additive may lead to erroneous platelet results, specimen recollection, or a delay of treatment.","12/03/2015","12/31/2015","10/19/2018","01/06/2016","Catalog Reference #367844; Lot number 5154624    Catalog Reference #367862; Lot numbers 5089771 and 5187753    Catalog Reference #368021; Lot number 5089820"
"Devices","No","","72892","Terminated","GE Medical Systems, LLC","3200 N Grandview Blvd","","Waukesha","WI","	53188-1693","United States","Voluntary: Firm Initiated","Telephone","Worldwide Distribution- US Distribution including the states of AZ, CA, CO, IL IN, MI, MN, NY, OH, OK, SD, TX, WI, and the countries of CANADA, CHINA, CZECH REPUBLIC, ITALY, JAPAN, NETHERLANDS, NEW ZEALAND, PORTUGAL, ROMANIA, SOUTH AFRICA, SWITZERLAND, TURKEY.","Z-0553-2016","Class II","GE Healthcare, 3.0T 6 Channel Phased Array  Flex Coil, M0050SS.    Product Usage The 3.0T GE 6-Channel Phased Array Flex Coil is indicated for use on the order of the physician in conjunction with a 3.0T MRI scanner, as an accessory to produce 2D and 3D images.   ","90 (54 US; 36 OUS)","GE Healthcare has recently become aware of a potential safety issue with the 3.0T 6 Channel Flex Coil used with the 3T MR750W Surgical Suite Scanners.    Coil overheating can occur when the device is used in Mode 2 setup. This could lead to a serious patient thermal injury. There have been no injuries reported as a result of this issue.","12/07/2015","12/28/2015","11/08/2018","01/06/2016","Mfg Lot or Serial # System ID  00000001140049 BMDACCMR1  00000001140050 BMDACCMR1  0000011-4-0050 BMDACCMR1  0000011-4-0009 920568MR3T  0000011-4-0015 920568MR3T  0000011-4-0017 602406IMR  0000011-4-0018 602406IMR  0000011-4-0024 602406IMR  0000014-4-0007 602406IMR  0000011-4-0028 626359MR3  0000011-4-0032 626359MR3  0000011-4-0046 MSK68MR4  0000011-4-0047 MSK68MR4  0000028-3-0011 MSK68MR4  0000044-4-0046 MSK68MR4  0000011-4-0064 415CB3TW  0000011-4-0065 415CB3TW  0000011-4-0066 415723SHAW12  0000011-4-0067 415723SHAW12  0000011-4-0075 616267IMRI  0000011-4-0076 616267IMRI  011-4-0085 616267IMRI  011-4-0170 616267IMRI  0000011-4-0094 330344MR750W  011-4-0118 330344MR750W  0000011-4-0101 713792CMR1  0000011-4-0102 713792CMR1  0000011-4-0107 317887MR3  0000011-4-0108 317887MR3  0000011-4-0114 309655MR750W  0000011-4-0115 309655MR750W  011-4-0117 517353DVMR  011-4-0172 517353DVMR  011-4-0119 614293MR9  011-4-0120 614293MR9  011-4-0124 MR229050  077-4-0123 MR229050  011-4-0125 6053223TMR  011-4-0126 6053223TMR  011-4-0129 6053223TMR  011-4-0130 6053223TMR  011-4-0146 480342MR3  011-4-0149 480342MR3  011-4-0154 773665SJMR2  011-4-0155 773665SJMR2  011-4-0162 720848MR4  011-4-0164 720848MR4  0000011-4-0055 415723SCHMR2  0000011-4-0062 405271OUCMR  0000011-4-0080 847872ZMR2  0000011-4-0106 949760MR3  011-4-0169 415UCBHMR3  MISSING_SN_GON4217108 408358SHMR13  Missing_SN_GON4227287 309655IMRI  0000011-4-0019 416369MR3T  0000011-4-0020 416369MR3T  011-4-0128 E416249MR2  11-4-0127 E416249MR2  0000011-4-0027 082427040101  0000011-4-0033 082427040101  0000011-4-0133 082427040167  0000011-4-0134 082427040167  0000011-4-0086 CS1006MR03  0000011-4-0092 CS1006MR03  0000011-4-0153 CS1006MR03  0000011-4-0158 A5547422  0000011-4-0159 A5547422  0000011-4-0103 EM0229  0000011-4-0104 EM0229  0000011-4-0156 EM0276  0000011-4-0157 EM0276  0000011-4-0165 EM0276  0000011-4-0166 EM0276  0000028-4-0016 RTD0191  0000011-4-0060 RTD0191  0000011-4-0061 RTD0191  0000011-4-0093 0920279024  0000011-4-0098 0920279024  0000011-4-0034 PER08626  0000011-4-0035 PER08626  0000011-4-0056 RO1098MR02  0000011-4-0057 RO1098MR02  0000011-4-0030 ZA2169MR01  0000011-4-0031 ZA2169MR01  0000011-4-0042 690120MR01  0000011-4-0043 690120MR01  0000011-4-0044 786090MR06  0000011-4-0045 786090MR06  0000011-4-0143 06162MRS01  0000011-4-0144 06162MRS01"
"Drugs","No","","72942","Terminated","PD-Rx Pharmaceuticals, Inc.","727 N Ann Arbor Ave","","Oklahoma City","OK","	73127-5822","United States","Voluntary: Firm Initiated","E-Mail","Alabama","D-0559-2016","Class II","Clonidine Hydrochloride Tablets, USP, 0.1 mg, 100-count bottles, Rx only, Packaged by PD-RX Pharmaceuticals, Inc., Oklahoma City, OK 73127, MFG: Mutual Pharm. Co. Inc., Philadelphia, PA 19124, NDC 43063-509-01","9 bottles","cGMP Deviations","07/10/2015","12/31/2015","03/08/2017","01/06/2016","Lot# B14D26, Exp 02/16"
