Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info
"Devices","No","","70873","Terminated","Integra LifeSciences Corp. d.b.a. Integra Pain Management","3498 West 2400 South #1050","","Salt Lake City","UT","	84119","United States","Voluntary: Firm Initiated","Letter","Nationwide Distribution.","Z-1544-2015","Class II","Integra Long Epidural Steroid Injection Needle (Tuohy Needle), 18 Gauge x 5 inch Removable Wing, Metal Stylet, Calibrations (10BX), Catalogue No. PITRW1850.    Used to administer steroid medication in the epidural space.    ","90 Tuohy needles (9 cases of 10 each)","A single lot of 18 Gauge, 3.5 inch Tuohy Needles were incorrectly packaged and labeled as 18 Gauge, 5 inch needles.","03/30/2015","04/28/2015","06/24/2015","05/06/2015","Lot No. W1412086, Exp DEC-2017."
"Devices","No","","70874","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - Nationwide Distribution including Puerto Rico and to the states of: KS, LA, MD, NY, WV,NM, NH, MO, CT, MA, OK, NC. IA, OH. WI, TX, PA, MS and MN and to the countries of : Canada, Kuwait, South Africa and Turkey.","Z-1522-2015","Class II","MicroScan -Neg Breakpoint Combo Panel Type 34;  Catalog number B1017-404; Panel  MicroScan Neg Breakpoint 34 Neg panels are designed for use in determining quantitative and /or qualitative antimicrobial agent  susceptibility and /or identification to  No.1 the species level of colonies, grown 34 on solid media, of rapidly growing  aerobic and facultative anaerobic gram-positive bacteria  ","681 boxes","Siemens Healthcare Diagnostics has received complaints regarding panel degradation with a portion of the MicroScan Neg Breakpoint Combo 34 (NBP34) panel lot 2014-05-28.","05/14/2014","04/26/2015","04/27/2015","05/06/2015","Catalog Number B1017-404, lot # 2014-05-28, Expiry 2014-05-28."
"Food","No","","70879","Terminated","Giant Eagle, Inc.","101 Kappa Dr","","Pittsburgh","PA","	15238-2809","United States","Voluntary: Firm Initiated","E-Mail","MD OH PA WV","F-2003-2015","Class II","Giant Eagle    Buffalo Boneless Chicken Wings; PLU#: 27320; Sell By: (up to and including) 03/30/2015; Contains: Soy, Wheat; Keep Refrigerated;     Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238    Packed in rigid plastic Clear/Black container  Prepared and packaged at retail store.  FINISHED PRODUCT IS NOT A USDA INSPECTED PRODUCT","666 units","Giant Eagle Chicken products made with buffalo sauce (in natural flavor) contains undeclared milk","03/25/2015","04/28/2015","05/18/2015","05/06/2015","Sell By: 03/30/15; PLU#27320"
"Food","No","","70879","Terminated","Giant Eagle, Inc.","101 Kappa Dr","","Pittsburgh","PA","	15238-2809","United States","Voluntary: Firm Initiated","E-Mail","MD OH PA WV","F-2004-2015","Class II","Giant Eagle Heat/Serve Buffalo Style Chicken Wings; PLU: 66624; Sell By: (up to and including) 03/30/2015; Contains: Soy; Keep Refrigerated;    Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238    Packed in rigid plastic Clear/Black container  Prepared and packaged at retail store.  FINISHED PRODUCT IS NOT A USDA INSPECTED PRODUCT","123 units","Giant Eagle Chicken products made with buffalo sauce (in natural flavor) contains undeclared milk","03/25/2015","04/28/2015","05/18/2015","05/06/2015","Sell By: 03/30/15; PLU#66634"
"Food","No","","70879","Terminated","Giant Eagle, Inc.","101 Kappa Dr","","Pittsburgh","PA","	15238-2809","United States","Voluntary: Firm Initiated","E-Mail","MD OH PA WV","F-2005-2015","Class II","Giant Eagle Heat/Serve Hot BBQ Boneless Chicken Wings; PLU: 16589; Sell By: (up to and including) 03/30/2015; Contains: Wheat; Keep Refrigerated;    Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238    Packed in rigid plastic Clear/Black container  Prepared and packaged at retail store.  FINISHED PRODUCT IS NOT A USDA INSPECTED PRODUCT","110 units","Giant Eagle Chicken products made with buffalo sauce (in natural flavor) contains undeclared milk","03/25/2015","04/28/2015","05/18/2015","05/06/2015","PLU: 16589; Sell By: (up to and including) 03/30/2015"
"Food","No","","70879","Terminated","Giant Eagle, Inc.","101 Kappa Dr","","Pittsburgh","PA","	15238-2809","United States","Voluntary: Firm Initiated","E-Mail","MD OH PA WV","F-2006-2015","Class II","Giant Eagle P5 Buffalo Boneless Wings; PLU: 45511; Sell By: (up to and including) 03/30/2015; Contains: Wheat, Soy; Keep Refrigerated;  Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238    Packed in rigid plastic Clear/Black container  Prepared and packaged at retail store.  FINISHED PRODUCT IS NOT A USDA INSPECTED PRODUCT","827 units","Giant Eagle Chicken products made with buffalo sauce (in natural flavor) contains undeclared milk","03/25/2015","04/28/2015","05/18/2015","05/06/2015","PLU: 45511; Sell By: (up to and including) 03/30/2015"
"Food","No","","70879","Terminated","Giant Eagle, Inc.","101 Kappa Dr","","Pittsburgh","PA","	15238-2809","United States","Voluntary: Firm Initiated","E-Mail","MD OH PA WV","F-2007-2015","Class II","Giant Eagle Heat and Serve Buffalo Chicken Tenders; PLU#66635; Sell By (up to and including) 3/30/15; Contains Soy, Wheat; Keep Refrigerated; Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238    Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238    Packed in rigid plastic Clear/Black container  Prepared and packaged at retail store.  FINISHED PRODUCT IS NOT A USDA INSPECTED PRODUCT","155 units","Giant Eagle Chicken products made with buffalo sauce (in natural flavor) contains undeclared milk","03/25/2015","04/28/2015","05/18/2015","05/06/2015","PLU#66635; Sell By (up to and including) 3/30/15;"
"Food","No","","70879","Terminated","Giant Eagle, Inc.","101 Kappa Dr","","Pittsburgh","PA","	15238-2809","United States","Voluntary: Firm Initiated","E-Mail","MD OH PA WV","F-2008-2015","Class II","Giant Eagle Buffalo Chicken Salad; Sell By: (up to and including) 03/30/15; PLU#27461; Contains Wheat, Egg; Keep Refrigerated; Distributed by: Giant Eagle, Inc., Pittsburgh, PA 15238      Packed in rigid plastic Clear/Black container  Prepared and packaged at retail store.  FINISHED PRODUCT IS NOT A USDA INSPECTED PRODUCT","84 units","Giant Eagle Chicken products made with buffalo sauce (in natural flavor) contains undeclared milk","03/25/2015","04/28/2015","05/18/2015","05/06/2015","Sell By: (up to and including) 03/30/15; PLU#27461"
"Biologics","No","","70885","Terminated","Lifesouth Community Blood Centers - Montgomery Region","4139 Carmichael Rd","","Montgomery","AL","	36106-2803","United States","Voluntary: Firm Initiated","FAX","Alabama","B-0539-15","Class II","Platelets Pheresis Leukocytes Reduced","2 units","Blood products, in which Quality Control and Distribution of product did not meet specifications, were distributed.","03/02/2015","04/29/2015","04/29/2015","05/06/2015","W115115067965I; W115115067965I;"
"Biologics","No","","70886","Terminated","Tacoma-Pierce County Blood Bank","220 S I St","","Tacoma","WA","	98405-4211","United States","Voluntary: Firm Initiated","Telephone","Washington","B-0532-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood products, in which Donor Screening/Deferral screening was not done or incorrectly performed, including incorrect ID used during search,prior deferral due to history, were distributed.","02/19/2015","04/24/2015","04/24/2015","05/06/2015","W127814503892;"
"Biologics","No","","70886","Terminated","Tacoma-Pierce County Blood Bank","220 S I St","","Tacoma","WA","	98405-4211","United States","Voluntary: Firm Initiated","Telephone","Washington","B-0533-15","Class II","Fresh Frozen Plasma","1 unit","Blood products, in which Donor Screening/Deferral screening was not done or incorrectly performed, including incorrect ID used during search,prior deferral due to history, were distributed.","02/19/2015","04/24/2015","04/24/2015","05/06/2015","W127814503892;"
"Biologics","No","","70887","Terminated","Carter BloodCare","2205 Highway 121","","Bedford","TX","	76021-5950","United States","Voluntary: Firm Initiated","Telephone","Texas; Florida","B-0536-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood products, in which donor screening/donor record incomplete or incorrect, were distributed.","03/06/2015","04/24/2015","04/24/2015","05/06/2015","W035214331694I;"
"Devices","No","","70888","Terminated","Amtryke LLC","4285 Regency Dr","","Greensboro","NC","	27410-8101","United States","Voluntary: Firm Initiated","Letter","US nationwide distribution to AL, CA, FL, HI, IL, KY, KS, LA, MI, NY, OK, OR, PA, SC, TX, VA, VT and WV.","Z-1520-2015","Class II","AmTryke Model 1424 Community Cruiser Hand Cycle.  Therapeutic tricycle.","53 units","Product is being recalled due to complaints of cracked frames.","03/27/2015","04/24/2015","07/10/2017","05/06/2015","Model: 1424, System number 50-HC-1424, Batch number 2-1301 and GM-0314."
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1528-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: Neg Combo 50, Catalog B1017-406    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1017-406; Siemens Material Number (SMN): 10444700,"
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1529-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: Neg/BP Combo 47, Catalog B1017-417    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1017-417; Siemens Material Number (SMN): 10483099."
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1530-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: Neg/Urine Combo 51, Catalog B1017-407    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1017-407; Siemens Material Number (SMN): 110444701."
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1531-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: Neg/Urine  Combo 55, Catalog B1017-409    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1017-409; Siemens Material Number (SMN): 10371533."
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1532-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: Neg/Urine  Combo 61, Catalog B1017-414    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1017-414; Siemens Material Number (SMN):   10483097."
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1533-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: Neg MIC 38, Catalog B1017-412    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1017-412; Siemens Material Number (SMN):   10371535."
"Devices","No","","70893","Terminated","Beckman Coulter, Inc.","2040 Enterprise Blvd","","West Sacramento","CA","	95691-3427","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution: US (Nationwide) and to countries of: Argentina, Bahamas, Brazil, Canada, China, Ecuador, Egypt, Germany, Lithuania, Mexico, Paraguay, Peru Poland, Portugal, Romania, Russian Federation, Singapore, South Africa, Spain, Taiwan, Thailand, Trinidad and Tobago, United Arab Emirates, Uruguay, and Venezuela.","Z-1534-2015","Class II","MicroScan Microbiology Systems: Dried Gram Negative MIC/Combo Panels  Containing Lower Imipenem Dilutions for Reporting CLSI M100-S20  Breakpoints  Panel: ES¿L plus, Catalog B1027-101    Microbiology: For use with MicroScan Dried Gram  Negative MIC/Combo Panels and Dried Gram Negative Breakpoint Combo Panels. MicroScan panels are designed  for use in determining antimicrobial agent susceptibility and/or identification to the  species level of aerobic and facultatively anaerobic gram-negative bacilli.","Approx ~(216240 boxes U.S. and 84249 boxes OUS)  total","Technical Support Bulletin issued in February 2013 did not mention performance limitation for Proteus mirabilis and Imp when using the CLSIM100-S20 revised interpretive criteria.","08/08/2014","04/27/2015","04/27/2015","05/06/2015","Catalog number: B1027-101; Siemens Material Number (SMN):   10444755."
